orden_venta,producto,producto_template,cantidad,unidad_medida,precio_unitario,subtotal,actualizado
S00163,[PULP002] PULPA DE MORA 41 BX 12 KG,[PULP002] PULPA DE MORA 41 BX 12 KG,96.0,kg,4.04,387.84,2026-08-25 20:30:28
S00163,[TOPP009] TOPPING DE DURAZNO 8 KG,[TOPP009] TOPPING DE DURAZNO 8 KG,120.0,kg,5.5,660.0,2026-08-25 20:30:28
S00162,[PULP013] PULPA DE MORA 18 KG,[PULP013] PULPA DE MORA 18 KG,1890.0,kg,2.61,4932.9,2026-08-25 20:30:28
S00162,[PULP018] PULPA DE NARANJILLA 20 KG,[PULP018] PULPA DE NARANJILLA 20 KG,460.0,kg,2.4,1104.0,2026-08-25 20:30:28
S00161,[PTEXP032] MORA ENTERA 397 G X 8 U,[PTEXP032] MORA ENTERA 397 G X 8 U,480.0,Caja de 8,10.31,4948.8,2026-08-25 20:30:28
S00161,[PTEXP030] PULPA DE PIÑA CONGELADA 250 G X 12 U,[PTEXP030] PULPA DE PIÑA CONGELADA 250 G X 12 U,360.0,Caja de 12,6.84,2462.4,2026-08-25 20:30:28
S00161,[PTEXP029] PULPA DE GUANABANA 250 G X 12 U,[PTEXP029] PULPA DE GUANABANA 250 G X 12 U,1800.0,Caja de 12,11.48,20664.0,2026-08-25 20:30:28
S00161,[PTEXP026] PULPA DE GUAYABA 250 G X 12 U,[PTEXP026] PULPA DE GUAYABA 250 G X 12 U,1080.0,Caja de 12,6.4,6912.0,2026-08-25 20:30:28
S00161,[PTEXP025] PULPA DE MORA 250 G X 12 U,[PTEXP025] PULPA DE MORA 250 G X 12 U,2880.0,Caja de 12,9.39,27043.2,2026-08-25 20:30:28
S00161,[PTEXP031] PULPA DE TOMATE DE ARBOL 250 G X 12 U,[PTEXP031] PULPA DE TOMATE DE ARBOL 250 G X 12 U,360.0,Caja de 12,7.52,2707.2,2026-08-25 20:30:28
S00159,[FRUTP005] FRESA PICADA 16 KG,[FRUTP005] FRESA PICADA 16 KG,2304.0,kg,2.04,4700.16,2026-08-25 20:30:28
S00160,[FRUTP005] FRESA PICADA 16 KG,[FRUTP005] FRESA PICADA 16 KG,576.0,kg,2.12,1221.12,2026-08-25 20:30:28
S00158,[SALS007] SALSA DE CHOCOLATE 1 KG,[SALS007] SALSA DE CHOCOLATE 1 KG,1000.0,kg,3.87,3870.0,2026-08-25 20:30:28
S00157,[SALS007] SALSA DE CHOCOLATE 1 KG,[SALS007] SALSA DE CHOCOLATE 1 KG,600.0,kg,3.87,2322.0,2026-08-25 20:30:28
S00155,[PULP026] PULPA DE PIÑA 16 KG CONGELADA,[PULP026] PULPA DE PIÑA 16 KG CONGELADA,1600.0,kg,1.51,2416.0,2026-08-25 20:30:28
S00154,[SW001] SWIRL DE MORA 20 KG,[SW001] SWIRL DE MORA 20 KG,2000.0,kg,1.93,3860.0,2026-08-25 20:30:28
S00154,[PULP004] PULPA DE MORA CON PEPAS 18 KG,[PULP004] PULPA DE MORA CON PEPAS 18 KG,2016.0,kg,2.76,5564.16,2026-08-25 20:30:28
S00154,[PULP001] COCO RALLADO 20 KG,[PULP001] COCO RALLADO 20 KG,2900.0,kg,4.0,11600.0,2026-08-25 20:30:28
S00153,[TOPP008] TOPPING DE FRUTILLA 12 BX,[TOPP008] TOPPING DE FRUTILLA 12 BX,546.0,kg,4.08,2227.68,2026-08-25 20:30:28
S00153,[TOPP002] TOPPING DE PIÑA 20BX 2 KG,[TOPP002] TOPPING DE PIÑA 20BX 2 KG,46.0,kg,4.24,195.04,2026-08-25 20:30:28
S00153,[PULP011] PULPA DE ARANDANO 8 KG,[PULP011] PULPA DE ARANDANO 8 KG,144.0,kg,8.58,1235.52,2026-08-25 20:30:28
S00153,[PULP006] PULPA DE FRESA 12 KG,[PULP006] PULPA DE FRESA 12 KG,72.0,kg,2.48,178.56,2026-08-25 20:30:28
S00153,[PULP020] PULPA DE MORA 14KG,[PULP020] PULPA DE MORA 14KG,392.0,kg,2.75,1078.0,2026-08-25 20:30:28
S00153,[PULP002] PULPA DE MORA 41 BX 12 KG,[PULP002] PULPA DE MORA 41 BX 12 KG,96.0,kg,4.04,387.84,2026-08-25 20:30:28
S00153,[TOPP009] TOPPING DE DURAZNO 8 KG,[TOPP009] TOPPING DE DURAZNO 8 KG,120.0,kg,5.5,660.0,2026-08-25 20:30:28
S00152,[PTEXP003] NARANJILLA PULP 12 X 14 OZ,[PTEXP003] NARANJILLA PULP 12 X 14 OZ,200.0,Caja de 12,11.45,2290.0,2026-08-25 20:30:28
S00152,[PTEXP004] GUAVA PULP 12 X 14 OZ,[PTEXP004] GUAVA PULP 12 X 14 OZ,400.0,Caja de 12,9.7,3880.0,2026-08-25 20:30:28
S00152,[PTEXP002] SOURSOP PULP 12 X 14 OZ,[PTEXP002] SOURSOP PULP 12 X 14 OZ,850.0,Caja de 12,16.2,13770.0,2026-08-25 20:30:28
S00152,[PTEXP008] PAPAYA PULP 12 X 14 OZ,[PTEXP008] PAPAYA PULP 12 X 14 OZ,400.0,Caja de 12,11.4,4560.0,2026-08-25 20:30:28
S00152,[PTEXP001] MANGO PULP 12 X 14 OZ,[PTEXP001] MANGO PULP 12 X 14 OZ,700.0,Caja de 12,9.56,6692.0,2026-08-25 20:30:28
S00152,[PTEXP007] PASSION FRUIT PULP 12 X 14 OZ,[PTEXP007] PASSION FRUIT PULP 12 X 14 OZ,850.0,Caja de 12,19.08,16218.0,2026-08-25 20:30:28
S00152,[PTEXP009] PINEAPPLE PULP 12 X 14 OZ,[PTEXP009] PINEAPPLE PULP 12 X 14 OZ,800.0,Caja de 12,8.86,7088.0,2026-08-25 20:30:28
S00151,[PTEXP005] BLACKBERRY PULP 12 X 14 OZ,[PTEXP005] BLACKBERRY PULP 12 X 14 OZ,700.0,Caja de 12,14.4,10080.0,2026-08-25 20:30:28
S00151,[PTEXP003] NARANJILLA PULP 12 X 14 OZ,[PTEXP003] NARANJILLA PULP 12 X 14 OZ,100.0,Caja de 12,11.45,1145.0,2026-08-25 20:30:28
S00151,[PTEXP004] GUAVA PULP 12 X 14 OZ,[PTEXP004] GUAVA PULP 12 X 14 OZ,2500.0,Caja de 12,9.7,24250.0,2026-08-25 20:30:28
S00151,[PTEXP002] SOURSOP PULP 12 X 14 OZ,[PTEXP002] SOURSOP PULP 12 X 14 OZ,150.0,Caja de 12,16.2,2430.0,2026-08-25 20:30:28
S00151,[PTEXP007] PASSION FRUIT PULP 12 X 14 OZ,[PTEXP007] PASSION FRUIT PULP 12 X 14 OZ,250.0,Caja de 12,19.08,4770.0,2026-08-25 20:30:28
S00150,[PTEXP004] GUAVA PULP 12 X 14 OZ,[PTEXP004] GUAVA PULP 12 X 14 OZ,2100.0,Caja de 12,9.7,20370.0,2026-08-25 20:30:28
S00150,[PTEXP002] SOURSOP PULP 12 X 14 OZ,[PTEXP002] SOURSOP PULP 12 X 14 OZ,2100.0,Caja de 12,16.2,34020.0,2026-08-25 20:30:28
S00149,[PTEXP003] NARANJILLA PULP 12 X 14 OZ,[PTEXP003] NARANJILLA PULP 12 X 14 OZ,420.0,Caja de 12,11.45,4809.0,2026-08-25 20:30:28
S00149,[PTEXP004] GUAVA PULP 12 X 14 OZ,[PTEXP004] GUAVA PULP 12 X 14 OZ,840.0,Caja de 12,9.7,8148.0,2026-08-25 20:30:28
S00149,[PTEXP002] SOURSOP PULP 12 X 14 OZ,[PTEXP002] SOURSOP PULP 12 X 14 OZ,1680.0,Caja de 12,16.2,27216.0,2026-08-25 20:30:28
S00149,[PTEXP001] MANGO PULP 12 X 14 OZ,[PTEXP001] MANGO PULP 12 X 14 OZ,840.0,Caja de 12,9.56,8030.4,2026-08-25 20:30:28
S00149,[PTEXP006] TAMARILLO PULP 12 X 14 OZ,[PTEXP006] TAMARILLO PULP 12 X 14 OZ,210.0,Caja de 12,11.0,2310.0,2026-08-25 20:30:28
S00149,[PTEXP010] TOMATE DE ARBOL WHOLE 8 X 14 OZ,[PTEXP010] TOMATE DE ARBOL WHOLE 8 X 14 OZ,210.0,Caja de 8,9.68,2032.8,2026-08-25 20:30:28
S00148,[PTEXP003] NARANJILLA PULP 12 X 14 OZ,[PTEXP003] NARANJILLA PULP 12 X 14 OZ,1000.0,Caja de 12,11.45,11450.0,2026-08-25 20:30:28
S00148,[PTEXP004] GUAVA PULP 12 X 14 OZ,[PTEXP004] GUAVA PULP 12 X 14 OZ,2700.0,Caja de 12,9.7,26190.0,2026-08-25 20:30:28
S00147,[PTEXP003] NARANJILLA PULP 12 X 14 OZ,[PTEXP003] NARANJILLA PULP 12 X 14 OZ,500.0,Caja de 12,11.45,5725.0,2026-08-25 20:30:28
S00147,[PTEXP004] GUAVA PULP 12 X 14 OZ,[PTEXP004] GUAVA PULP 12 X 14 OZ,1000.0,Caja de 12,9.7,9700.0,2026-08-25 20:30:28
S00147,[PTEXP001] MANGO PULP 12 X 14 OZ,[PTEXP001] MANGO PULP 12 X 14 OZ,2000.0,Caja de 12,9.56,19120.0,2026-08-25 20:30:28
S00147,[PTEXP009] PINEAPPLE PULP 12 X 14 OZ,[PTEXP009] PINEAPPLE PULP 12 X 14 OZ,700.0,Caja de 12,8.86,6202.0,2026-08-25 20:30:28
S00146,[PTEXP003] NARANJILLA PULP 12 X 14 OZ,[PTEXP003] NARANJILLA PULP 12 X 14 OZ,760.0,Caja de 12,10.96,8329.6,2026-08-25 20:30:28
S00146,[PTEXP004] GUAVA PULP 12 X 14 OZ,[PTEXP004] GUAVA PULP 12 X 14 OZ,760.0,Caja de 12,9.29,7060.4,2026-08-25 20:30:28
S00146,[PTEXP002] SOURSOP PULP 12 X 14 OZ,[PTEXP002] SOURSOP PULP 12 X 14 OZ,570.0,Caja de 12,15.77,8988.9,2026-08-25 20:30:28
S00146,[PTEXP008] PAPAYA PULP 12 X 14 OZ,[PTEXP008] PAPAYA PULP 12 X 14 OZ,50.0,Caja de 12,10.91,545.5,2026-08-25 20:30:28
S00146,[PTEXP001] MANGO PULP 12 X 14 OZ,[PTEXP001] MANGO PULP 12 X 14 OZ,760.0,Caja de 12,9.15,6954.0,2026-08-25 20:30:28
S00146,[PTEXP006] TAMARILLO PULP 12 X 14 OZ,[PTEXP006] TAMARILLO PULP 12 X 14 OZ,760.0,Caja de 12,10.53,8002.8,2026-08-25 20:30:28
S00146,[PTEXP024] STRAWBERRY PULP 12 X 14 OZ,[PTEXP024] STRAWBERRY PULP 12 X 14 OZ,100.0,Caja de 12,13.72,1372.0,2026-08-25 20:30:28
S00146,[PTEXP009] PINEAPPLE PULP 12 X 14 OZ,[PTEXP009] PINEAPPLE PULP 12 X 14 OZ,40.0,Caja de 12,8.48,339.2,2026-08-25 20:30:28
S00144,[TOPP009] TOPPING DE DURAZNO 8 KG,[TOPP009] TOPPING DE DURAZNO 8 KG,160.0,kg,5.5,880.0,2026-08-25 20:30:28
S00143,[PTEXP003] NARANJILLA PULP 12 X 14 OZ,[PTEXP003] NARANJILLA PULP 12 X 14 OZ,420.0,Caja de 12,10.96,4603.2,2026-08-25 20:30:28
S00143,[PTEXP004] GUAVA PULP 12 X 14 OZ,[PTEXP004] GUAVA PULP 12 X 14 OZ,600.0,Caja de 12,9.29,5574.0,2026-08-25 20:30:28
S00143,[PTEXP002] SOURSOP PULP 12 X 14 OZ,[PTEXP002] SOURSOP PULP 12 X 14 OZ,1470.0,Caja de 12,15.77,23181.9,2026-08-25 20:30:28
S00143,[PTEXP008] PAPAYA PULP 12 X 14 OZ,[PTEXP008] PAPAYA PULP 12 X 14 OZ,420.0,Caja de 12,10.91,4582.2,2026-08-25 20:30:28
S00143,[PTEXP006] TAMARILLO PULP 12 X 14 OZ,[PTEXP006] TAMARILLO PULP 12 X 14 OZ,210.0,Caja de 12,10.53,2211.3,2026-08-25 20:30:28
S00143,[PTEXP007] PASSION FRUIT PULP 12 X 14 OZ,[PTEXP007] PASSION FRUIT PULP 12 X 14 OZ,660.0,Caja de 12,18.58,12262.8,2026-08-25 20:30:28
S00143,[PTEXP009] PINEAPPLE PULP 12 X 14 OZ,[PTEXP009] PINEAPPLE PULP 12 X 14 OZ,420.0,Caja de 12,8.48,3561.6,2026-08-25 20:30:28
S00142,[SALS007] SALSA DE CHOCOLATE 1 KG,[SALS007] SALSA DE CHOCOLATE 1 KG,304.0,kg,3.87,1176.48,2026-08-25 20:30:28
S00141,[PULP025] PULPA DE MANGO 16 KG,[PULP025] PULPA DE MANGO 16 KG,144.0,kg,1.37,197.28,2026-08-25 20:30:28
S00140,[TOPP002] TOPPING DE PIÑA 20BX 2 KG,[TOPP002] TOPPING DE PIÑA 20BX 2 KG,46.0,kg,4.24,195.04,2026-08-25 20:30:28
S00139,[SALS008] SALSA LISA DE FRESA ,[SALS008] SALSA LISA DE FRESA ,705.0,kg,2.75,1938.75,2026-08-25 20:30:28
S00139,[SALS009] SALSA DE ARANDANO,[SALS009] SALSA DE ARANDANO,510.0,kg,11.86,6048.6,2026-08-25 20:30:28
S00139,[SALS006] SALSA DE FRESA EDULCORADA 15 KG,[SALS006] SALSA DE FRESA EDULCORADA 15 KG,900.0,kg,2.68,2412.0,2026-08-25 20:30:28
S00138,[SALS005] SALSA DE DURAZNO EDULCORADA 15 KG,[SALS005] SALSA DE DURAZNO EDULCORADA 15 KG,360.0,kg,3.74,1346.4,2026-08-25 20:30:28
S00137,[TOPP008] TOPPING DE FRUTILLA 12 BX,[TOPP008] TOPPING DE FRUTILLA 12 BX,546.0,kg,4.08,2227.68,2026-08-25 20:30:28
S00137,[TOPP002] TOPPING DE PIÑA 20BX 2 KG,[TOPP002] TOPPING DE PIÑA 20BX 2 KG,46.0,kg,4.24,195.04,2026-08-25 20:30:28
S00137,[PULP011] PULPA DE ARANDANO 8 KG,[PULP011] PULPA DE ARANDANO 8 KG,144.0,kg,8.58,1235.52,2026-08-25 20:30:28
S00137,[PULP006] PULPA DE FRESA 12 KG,[PULP006] PULPA DE FRESA 12 KG,84.0,kg,2.48,208.32,2026-08-25 20:30:28
S00137,[PULP020] PULPA DE MORA 14KG,[PULP020] PULPA DE MORA 14KG,392.0,kg,2.75,1078.0,2026-08-25 20:30:28
S00137,[PULP002] PULPA DE MORA 41 BX 12 KG,[PULP002] PULPA DE MORA 41 BX 12 KG,96.0,kg,4.04,387.84,2026-08-25 20:30:28
S00136,[PTEXP014] Maracuyá C/ Pepas x 500 gr (CAJAS 10 UDS),[PTEXP014] Maracuyá C/ Pepas x 500 gr (CAJAS 10 UDS),3960.0,Units,1.93,7642.8,2026-08-25 20:30:28
S00136,[PTEXP017] Pulpa Guayaba America x 250 gr (CAJAS 10 UDS),[PTEXP017] Pulpa Guayaba America x 250 gr (CAJAS 10 UDS),10260.0,Units,0.45,4617.0,2026-08-25 20:30:28
S00136,[PTEXP019] Pulpa Lulo America x 250 gr (CAJAS 10 UDS),[PTEXP019] Pulpa Lulo America x 250 gr (CAJAS 10 UDS),17100.0,Units,0.6,10260.0,2026-08-25 20:30:28
S00136,[PTEXP015] Pulpa Maracuyá America x 250 gr (CAJAS 10 UDS),[PTEXP015] Pulpa Maracuyá America x 250 gr (CAJAS 10 UDS),6840.0,Units,0.93,6361.2,2026-08-25 20:30:28
S00136,[PTEXP020] Pulpa Tamarindo America x 250 gr (CAJAS 10 UDS),[PTEXP020] Pulpa Tamarindo America x 250 gr (CAJAS 10 UDS),13680.0,Units,0.67,9165.6,2026-08-25 20:30:28
S00136,[PTEXP021] Tomate Arbol Congelado América x 500gr (Cajas de 12 uds),[PTEXP021] Tomate Arbol Congelado América x 500gr (Cajas de 12 uds),3168.0,Units,1.35,4276.8,2026-08-25 20:30:28
S00136,[PTEXP013] Pulpa Tomate de Árbol America x 250 gr (CAJAS 10 UDS),[PTEXP013] Pulpa Tomate de Árbol America x 250 gr (CAJAS 10 UDS),6840.0,Units,0.56,3830.4,2026-08-25 20:30:28
S00136,[PTEXP018] Pulpa Guanabana America x 250 gr (CAJAS 10 UDS),[PTEXP018] Pulpa Guanabana America x 250 gr (CAJAS 10 UDS),10260.0,Units,0.89,9131.4,2026-08-25 20:30:28
S00135,[PTEXP021] Tomate Arbol Congelado América x 500gr (Cajas de 12 uds),[PTEXP021] Tomate Arbol Congelado América x 500gr (Cajas de 12 uds),4752.0,Units,1.32,6272.64,2026-08-25 20:30:28
S00135,[PTEXP020] Pulpa Tamarindo America x 250 gr (CAJAS 10 UDS),[PTEXP020] Pulpa Tamarindo America x 250 gr (CAJAS 10 UDS),17100.0,Units,0.65,11115.0,2026-08-25 20:30:28
S00135,[PTEXP013] Pulpa Tomate de Árbol America x 250 gr (CAJAS 10 UDS),[PTEXP013] Pulpa Tomate de Árbol America x 250 gr (CAJAS 10 UDS),13680.0,Units,0.53,7250.4,2026-08-25 20:30:28
S00135,[PTEXP019] Pulpa Lulo America x 250 gr (CAJAS 10 UDS),[PTEXP019] Pulpa Lulo America x 250 gr (CAJAS 10 UDS),13680.0,Units,0.57,7797.6,2026-08-25 20:30:28
S00135,[PTEXP012] Pulpa Mango America x 250 gr (CAJAS 10 UDS),[PTEXP012] Pulpa Mango America x 250 gr (CAJAS 10 UDS),17100.0,Units,0.43,7353.0,2026-08-25 20:30:28
S00135,[PTEXP017] Pulpa Guayaba America x 250 gr (CAJAS 10 UDS),[PTEXP017] Pulpa Guayaba America x 250 gr (CAJAS 10 UDS),3420.0,Units,0.42,1436.4,2026-08-25 20:30:28
S00135,[PTEXP018] Pulpa Guanabana America x 250 gr (CAJAS 10 UDS),[PTEXP018] Pulpa Guanabana America x 250 gr (CAJAS 10 UDS),3420.0,Units,0.86,2941.2,2026-08-25 20:30:28
S00134,[PTEXP021] Tomate Arbol Congelado América x 500gr (Cajas de 12 uds),[PTEXP021] Tomate Arbol Congelado América x 500gr (Cajas de 12 uds),3168.0,Units,1.32,4181.76,2026-08-25 20:30:28
S00134,[PTEXP019] Pulpa Lulo America x 250 gr (CAJAS 10 UDS),[PTEXP019] Pulpa Lulo America x 250 gr (CAJAS 10 UDS),13680.0,Units,0.57,7797.6,2026-08-25 20:30:28
S00134,[PTEXP018] Pulpa Guanabana America x 250 gr (CAJAS 10 UDS),[PTEXP018] Pulpa Guanabana America x 250 gr (CAJAS 10 UDS),17100.0,Units,0.86,14706.0,2026-08-25 20:30:28
S00134,[PTEXP013] Pulpa Tomate de Árbol America x 250 gr (CAJAS 10 UDS),[PTEXP013] Pulpa Tomate de Árbol America x 250 gr (CAJAS 10 UDS),6840.0,Units,0.53,3625.2,2026-08-25 20:30:28
S00134,[PTEXP012] Pulpa Mango America x 250 gr (CAJAS 10 UDS),[PTEXP012] Pulpa Mango America x 250 gr (CAJAS 10 UDS),13680.0,Units,0.43,5882.4,2026-08-25 20:30:28
S00134,[PTEXP017] Pulpa Guayaba America x 250 gr (CAJAS 10 UDS),[PTEXP017] Pulpa Guayaba America x 250 gr (CAJAS 10 UDS),6840.0,Units,0.42,2872.8,2026-08-25 20:30:28
S00134,[PTEXP020] Pulpa Tamarindo America x 250 gr (CAJAS 10 UDS),[PTEXP020] Pulpa Tamarindo America x 250 gr (CAJAS 10 UDS),3420.0,Units,0.65,2223.0,2026-08-25 20:30:28
S00134,[PTEXP014] Maracuyá C/ Pepas x 500 gr (CAJAS 10 UDS),[PTEXP014] Maracuyá C/ Pepas x 500 gr (CAJAS 10 UDS),3960.0,Units,1.88,7444.8,2026-08-25 20:30:28
S00134,[PTEXP015] Pulpa Maracuyá America x 250 gr (CAJAS 10 UDS),[PTEXP015] Pulpa Maracuyá America x 250 gr (CAJAS 10 UDS),3420.0,Units,0.9,3078.0,2026-08-25 20:30:28
S00133,[PULP025] PULPA DE MANGO 16 KG,[PULP025] PULPA DE MANGO 16 KG,144.0,kg,1.37,197.28,2026-08-25 20:30:28
S00132,[SALS007] SALSA DE CHOCOLATE 1 KG,[SALS007] SALSA DE CHOCOLATE 1 KG,1000.0,kg,3.87,3870.0,2026-08-25 20:30:28
S00100,[SW001] SWIRL DE MORA 20 KG,[SW001] SWIRL DE MORA 20 KG,1940.0,kg,1.93,3744.2,2026-08-25 20:30:28
S00100,[PULP004] PULPA DE MORA CON PEPAS 18 KG,[PULP004] PULPA DE MORA CON PEPAS 18 KG,0.0,kg,2.76,0.0,2026-08-25 20:30:28
S00100,[PULP004] PULPA DE MORA CON PEPAS 18 KG,[PULP004] PULPA DE MORA CON PEPAS 18 KG,1206.0,kg,2.76,3328.56,2026-08-25 20:30:28
